Brand,Engine name,End_of_production,Price
Citroen,1.1i (60 Hp),2008,11412
Citroen,1.2 (101 Hp) Mild Hybrid e-DCS,0,29387
Citroen,1.5 BlueHDi (102 Hp),0,32555
Citroen,1.2 PureTech (110 Hp) Automatic,0,39444
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.2 PureTech (83 Hp),0,29016
Citroen,1.6 BlueHDi (99 Hp),0,14391
Citroen,1.6 BlueHDi (75 Hp) start/stop,0,29277
Citroen,1.5 BlueHDi (102 Hp),2020,40940
Citroen,1.2 PureTech (110 Hp) Automatic,2020,9469
Citroen,1.2 PureTech (110 Hp) Automatic,0,39444
Citroen,1.2 PureTech (110 Hp),2020,35271
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.2 PureTech (82 Hp) LPG,2018,41050
Citroen,1.2 PureTech (82 Hp),2020,17563
Citroen,1.2 PureTech (82 Hp),0,20331
Citroen,1.2 PureTech (68 Hp),0,43251
Citroen,1.2 PureTech (68 Hp),0,43251
Citroen,1.6 VTi (120 Hp) EGS,2015,21416
Citroen,1.6 VTi (120 Hp),2015,45926
Citroen,1.6 HDi (114 Hp),2015,47393
Citroen,1.6 HDi (92 Hp),2015,48311
Citroen,1.6 e-HDi (92 Hp) EGS,2015,20286
Citroen,1.6 BlueHDi (98 Hp),0,38121
Citroen,1.4 VTi (95 Hp),2015,7139
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.6 VTi (120 Hp) Automatic,2015,29676
Citroen,1.6 VTi (120 Hp),2014,30652
Citroen,1.6 e-HDI (114 Hp),2015,43925
Citroen,1.6 e-HDI (92 Hp) ETG,2015,10947
Citroen,1.6 e-HDI (92 Hp),2015,37238
Citroen,1.6 BlueHDI (99 Hp) start/stop,2016,22151
Citroen,1.6 BlueHDi (75 Hp) start/stop,2016,21236
Citroen,1.6 BlueHDi (75 Hp),2016,7845
Citroen,1.4 PureTech (95 Hp) ETG start/stop,2014,32780
Citroen,1.4 HDi (68 Hp),2015,46052
Citroen,1.4 e-HDi (68 Hp) EGS,2015,49973
Citroen,1.2 PureTech (110 Hp) start/stop,2016,24352
Citroen,1.2 PureTech (82 Hp) ETG start/stop,2014,11233
Citroen,1.2 PureTech (82 Hp),2014,32386
Citroen,1.0 PureTech (68 Hp),2016,18376
Citroen,1.0 PureTech (68 Hp),2015,6022
Citroen,1.6 VTi (120 Hp) Automatic,2013,14462
Citroen,1.6 VTi (120 Hp),2013,32087
Citroen,1.6 HDi (112 Hp) FAP,2012,36536
Citroen,1.6 HDi (92 Hp) FAP,2010,39648
Citroen,1.6 HDi (90 Hp),2010,18519
Citroen,1.6 e-HDi (92 Hp) EGS,2013,15850
Citroen,1.6 e-HDi (92 Hp),2012,36681
Citroen,1.4i (73 Hp),2013,9995
Citroen,1.4 VTi (95 Hp) VTR+ EGS,2013,48780
Citroen,1.4 VTi (95 Hp) VTR+,2013,36998
Citroen,1.4 VTi (95 Hp),2013,25727
Citroen,1.4 HDi (68 Hp),2010,36094
Citroen,1.4 e-HDi (68 Hp) EGS,2013,49955
Citroen,1.1 (60 Hp),2013,39717
Citroen,1.6 VTi (120 Hp),2012,40368
Citroen,1.6 VTi (120 Hp),2010,47111
Citroen,1.6 VTi (115 Hp),2012,8044
Citroen,1.6 HDi (112 Hp) FAP,2012,36536
Citroen,1.6 HDi (109 Hp) FAP,2010,17847
Citroen,1.6 HDi (90 Hp),2010,18519
Citroen,1.6 e-HDI (92 Hp) FAP EGS,2012,5377
Citroen,1.4 VTi (95 Hp) LPG,2013,9134
Citroen,1.4 VTi (95 Hp),2012,26963
Citroen,1.4 VTi (95 Hp),2010,37351
Citroen,1.6 HDi (90 Hp),2006,9586
Citroen,1.4i 16V (88 Hp) SensoDrive,2006,39813
Citroen,1.4 HDi (68 Hp),2006,13643
Citroen,1.6i 16V (109 Hp) SensoDrive,2009,41112
Citroen,1.6i 16V (109 Hp) Automatic,2009,35001
Citroen,1.6i 16V (109 Hp),2009,28355
Citroen,1.6 HDi (109 Hp) FAP,2009,24301
Citroen,1.6 HDi (90 Hp),2007,16051
Citroen,1.4i 16V (88 Hp) SensoDrive start/stop,2009,49497
Citroen,1.4i 16V (88 Hp) SensoDrive,2009,6894
Citroen,1.4i (73 Hp) Automatic,2009,35296
Citroen,1.4i (73 Hp),2009,7192
Citroen,1.4 HDi (68 Hp) SensoDrive,2009,20154
Citroen,1.4 HDi (68 Hp),2008,26820
Citroen,1.1i (60 Hp),2008,11412
Citroen,1.4i 16V (88 Hp) SensoDrive,2005,9970
Citroen,1.4 HDi (90 Hp),2005,48990
Citroen,1.4 HDi (68 Hp),2005,40249
Citroen,1.6i 16V (109 Hp) SensoDrive,2010,42713
Citroen,1.6i 16V (109 Hp) SensoDrive,2005,41646
Citroen,1.4i (73 Hp),2010,24973
Citroen,1.4i (73 Hp),2005,10087
Citroen,1.4 HDi (69 Hp),2010,43124
Citroen,1.4 HDi (69 Hp),2005,8625
Citroen,1.1 (60 Hp),2005,18780
Citroen,1.6i 16V (109 Hp) SensoDrive,2005,41646
Citroen,1.6i 16V (109 Hp),2005,16061
Citroen,1.4i 16V (88 Hp) SensoDrive,2005,9970
Citroen,1.4i 16V (88 Hp) Automatic,2005,41957
Citroen,1.4i 16V (88 Hp),2005,47940
Citroen,1.4i (73 Hp) Automatic,2005,11219
Citroen,1.4i (73 Hp),2005,10087
Citroen,1.4 HDi 16V (90 Hp),2005,25456
Citroen,1.4 HDi (68 Hp) SensoDrive,2005,25428
Citroen,1.4 HDi (68 Hp),2005,40249
Citroen,1.1i (60 Hp),2005,37731
Citroen,1.2 (136 Hp) Mild Hybrid e-DCS 7 Seat,0,5155
Citroen,1.2 (136 Hp) Mild Hybrid e-DCS,0,12805
Citroen,1.5 BlueHDi (120 Hp) Automatic,2023,45171
Citroen,1.5 BlueHDi (110 Hp),2023,35637
Citroen,1.2 PureTech (131 Hp) Automatic,2023,16419
Citroen,1.2 PureTech (110 Hp),2023,32689
Citroen,1.6 BlueHDi (120 Hp) S&S,0,27009
Citroen,1.6 BlueHDi (99 Hp) S&S,0,11561
Citroen,1.6 BlueHDi (99 Hp),0,14391
Citroen,1.5 BlueHDi (120 Hp) Automatic,0,33750
Citroen,1.5 BlueHDi (102 Hp),0,32555
Citroen,1.2 PureTech (130 Hp) Automatic,0,16997
Citroen,1.2 PureTech (130 Hp),0,24126
Citroen,1.2 PureTech (110 Hp) Automatic,0,39444
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.2 PureTech (82 Hp),0,20331
Citroen,1.6 THP (167 Hp) Automatic,2018,45088
Citroen,1.6 CVVT (117 Hp) Automatic,2018,28619
Citroen,1.6 CVVT (117 Hp),2018,21104
Citroen,1.2 (136 Hp) Mild Hybrid e-DCS,0,12805
Citroen,1.2 (100 Hp) Mild Hybrid e-DCS,0,42347
Citroen,e-C4 54 kWh (156 Hp),0,24193
Citroen,e-C4 50 kWh (136 Hp),0,39695
Citroen,1.5 BlueHDi (130 Hp) Automatic,0,37742
Citroen,1.5 BlueHDi (110 Hp),0,16068
Citroen,1.2 PureTech (155 Hp) Automatic,0,44223
Citroen,1.2 PureTech (130 Hp) Automatic,0,16997
Citroen,1.2 PureTech (130 Hp),0,24126
Citroen,1.2 PureTech (102 Hp),0,29468
Citroen,1.2 (136 Hp) Mild Hybrid e-DSC,0,22186
Citroen,1.2 (101 Hp) Mild Hybrid e-DSC,0,36209
Citroen,1.6 BlueHDi (100 Hp) ETG,0,10690
Citroen,1.6 BlueHDi (100 Hp),0,35148
Citroen,1.5 BlueHDi (120 Hp) EAT6,0,10526
Citroen,1.5 BlueHDi (102 Hp),0,32555
Citroen,1.2 PureTech (130 Hp),0,24126
Citroen,1.2 PureTech (130 Hp),0,24126
Citroen,1.2 PureTech (110 Hp) ETG,0,49831
Citroen,1.2 PureTech (110 Hp) EAT6,0,37831
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,1.2 PureTech (82 Hp),0,20331
Citroen,2.0 BlueHDi (163 Hp) Automatic,0,44286
Citroen,2.0 BlueHDi (150 Hp),0,8538
Citroen,1.6 THP (165 Hp) Automatic,0,31414
Citroen,1.6 BlueHDi (120 Hp) Automatic,0,6060
Citroen,1.6 BlueHDi (99 Hp),0,14391
Citroen,1.5 BlueHDi (131 Hp) Automatic,2020,15322
Citroen,1.5 BlueHDi (131 Hp),2020,42439
Citroen,1.2 PureTech (131 Hp) Automatic,2020,33913
Citroen,1.2 PureTech (131 Hp) Automatic,0,22549
Citroen,1.2 PureTech (131 Hp),0,12165
Citroen,1.2 PureTech (131 Hp),0,12165
Citroen,1.2 PureTech (110 Hp),0,15245
Citroen,2.0 BlueHDi (163 Hp) Automatic,0,44286
Citroen,2.0 BlueHDi (150 Hp),0,8538
Citroen,1.6 THP (165 Hp) Automatic,0,31414
Citroen,1.6 BlueHDi (120 Hp) Automatic,0,6060
Citroen,1.6 BlueHDi (99 Hp),0,14391
Citroen,1.5 BlueHDi (131 Hp) Automatic,0,9481
Citroen,1.5 BlueHDi (131 Hp),0,33811
Citroen,1.2 PureTech (131 Hp) Automatic,0,22549
Citroen,1.2 PureTech (131 Hp) Automatic,0,22549
Citroen,1.2 PureTech (131 Hp),0,12165
Citroen,1.6 VTi 16V (116 Hp) Automatic,2018,11903
Citroen,1.6 VTi 16V (116 Hp),2018,46198
Citroen,1.6 THP 16V (150 Hp) Automatic,2018,9539
Citroen,1.6 PureTech 16V (167 Hp),2018,23643
Citroen,1.6 HDi (114 Hp),2018,18818
Citroen,1.2 PureTech 12V (136 Hp) Manual 6-speed,2018,28510
Citroen,1.2 PureTech 12V (136 Hp) Manual 5-speed,2018,15655
Citroen,2.0 BlueHDI (150 Hp) S&S Automatic,2018,34983
Citroen,2.0 BlueHDI (150 Hp) S&S,2018,24879
Citroen,1.6 THP (165 Hp) Automatic,2018,14075
Citroen,1.6 BlueHDi (120 Hp) S&S Automatic,2018,48225
Citroen,1.6 BlueHDI (120 Hp) S&S 94g,2018,29555
Citroen,1.6 BlueHDi (120 Hp) S&S,2018,45259
Citroen,1.6 BlueHDi (99 Hp) S&S,2018,19900
Citroen,1.2 PureTech (131 Hp) S&S Automatic,2018,36915
Citroen,1.2 PureTech (131 Hp) S&S,2018,38686
Citroen,1.2 PureTech (110 Hp) S&S,2018,19605
Citroen,2.0 BlueHDI (150 Hp) S&S Automatic,2018,34983
Citroen,2.0 BlueHDI (150 Hp) S&S,2018,24879
Citroen,1.6 THP (165 Hp) Automatic,2018,14075
Citroen,1.6 BlueHDI (120 Hp) S&S Automatic,2018,22571
Citroen,1.6 BlueHDI (120 Hp) S&S 98g,2018,31276
Citroen,1.6 BlueHDI (120 Hp) S&S,2018,13040
Citroen,1.6 BlueHDI (99 Hp) S&S,2018,7209
Citroen,1.2 PureTech (131 Hp) S&S Automatic,2018,36915
Citroen,1.2 PureTech (131 Hp) S&S,2018,38686
Citroen,1.6 16V (117 Hp) Automatic,2020,30807
Citroen,1.6 16V (117 Hp),2020,41910
Citroen,1.2 PureTech 12V (136 Hp) Automatic,2020,17016
Citroen,1.2 PureTech 12V (136 Hp),2020,46453
Citroen,2.0 BlueHDi (150 Hp),2016,6164
Citroen,1.6 BlueHDi (120 Hp) S&S Automatic,2018,48225
Citroen,1.6 BlueHDi (120 Hp) S&S,2018,45259
Citroen,1.6 BlueHDi (99 Hp) S&S 86g,2018,41316
Citroen,1.6 BlueHDi (99 Hp),2018,5820
Citroen,1.2 PureTech (130 Hp) S&S Automatic,2018,16316
Citroen,1.2 PureTech (130 Hp) S&S,2018,25320
Citroen,1.2 PureTech (110 Hp),2018,19049
Citroen,1.6 e-HDI (92 Hp) EGS,2015,28509
Citroen,1.6 BlueHDi (99 Hp) S&S EGS,2017,41263
Citroen,1.6 BlueHDi (99 Hp) 82g,2017,36259
Citroen,1.6 BlueHDi (99 Hp),2017,18372
Citroen,1.2 PureTech (110 Hp) EGS,2017,49789
Citroen,1.2 PureTech (82 Hp) EGS,2017,18166
Citroen,1.2 PureTech (82 Hp),2017,47110
Citroen,1.2 PureTech (75 Hp),2017,18566
Citroen,1.2 e-THP (110 Hp),2017,41814
Citroen,2.0 BlueHDi (150 Hp) S&S Automatic,2016,33206
Citroen,2.0 BlueHDi (150 Hp) S&S,2016,41576
Citroen,1.6 VTi (120 Hp),2014,30652
Citroen,1.6 THP (165 Hp) S&S Automatic,2016,7080
Citroen,1.6 THP (156 Hp) S&S,2014,14132
Citroen,1.6 HDi (116 Hp),2015,49077
Citroen,1.6 HDi (92 Hp),2014,28573
Citroen,1.6 e-HDi (116 Hp) AirDream EGS,2015,42719
Citroen,1.6 e-HDi (116 Hp) AirDream,2015,48334
Citroen,1.6 e-HDi (92 Hp) AirDream EGS,2014,18296
Citroen,1.6 BlueHDi (120 Hp) S&S,2016,25796
Citroen,1.6 BlueHDi (99 Hp) S&S,2016,36676
Citroen,1.2 PureTech (130 Hp) S&S,2016,46957
Citroen,2.0 BlueHDi (150 Hp) AirDream S&S Automatic,2015,32068
Citroen,2.0 BlueHDi (150 Hp) AirDream S&S,2015,29917
Citroen,1.6 VTi (120 Hp),2015,45926
Citroen,1.6 THP (165 Hp) S&S Automatic,2016,7080
Citroen,1.6 THP (156 Hp),2014,48775
Citroen,1.6 HDi (116 Hp),2015,49077
Citroen,1.6 HDi (92 Hp),2014,28573
Citroen,1.6 e-HDi (116 Hp) EGS,2014,31165
Citroen,1.6 e-HDi (116 Hp) AirDream,2014,21960
Citroen,1.6 e-HDi (92 Hp) AirDream EGS,2014,18296
Citroen,1.6 BlueHDi (120 Hp) S&S Automatic,2015,34216
Citroen,1.6 BlueHDi (120 Hp) S&S,2015,29797
Citroen,1.6 BlueHDi (99 Hp) S&S,2016,36676
Citroen,1.2 PureTech (131 Hp) S&S,2015,13114
Citroen,1.8 16V (139 Hp) Automatic,2016,14951
Citroen,1.8 16V (139 Hp),2016,41545
Citroen,1.6 VTi 16V (120 Hp) Automatic,2016,44440
Citroen,1.6 VTi 16V (116 Hp),2016,18356
Citroen,1.6 THP (163 Hp) Automatic,2016,37311
Citroen,1.6 THP 16V (150 Hp) Automatic,2016,45877
Citroen,2.0i (154 Hp) CVT,0,26442
Citroen,2.0i (154 Hp) 4x4 CVT,0,27583
Citroen,2.0i (154 Hp) 4x4,0,44910
Citroen,2.0i (154 Hp),0,5308
Citroen,1.8 HDi (150 Hp) 4x4,2015,38351
Citroen,1.8 HDi (150 Hp),2015,5993
Citroen,1.6i (117 Hp),2015,41522
Citroen,1.6 HDi (114 Hp) 4x4,0,18390
Citroen,1.6 HDi (114 Hp),0,15790
Citroen,2.0 HDi (150 Hp),2015,34133
Citroen,1.6 VTi (120 Hp) VTR+,2014,33041
Citroen,1.6 VTi (120 Hp) Automatic,2014,17001
Citroen,1.6 VTi (120 Hp),2014,30652
Citroen,1.6 THP (156 Hp) EGS,2015,47686
Citroen,1.6 HDI (114 Hp),2014,27016
Citroen,1.6 HDi (112 Hp),2012,6818
Citroen,1.6 HDi (92 Hp),2014,28573
Citroen,1.6 e-HDI (114 Hp) Airdream EGS,2015,23034
Citroen,1.6 e-HDI (114 Hp) Airdream,2015,42443
Citroen,1.6 e-HDI (112 Hp) VTR+ EGS,2012,16923
Citroen,1.6 e-HDI (112 Hp) VTR+,2012,31686
Citroen,1.6 e-HDi (112 Hp) EGS,2012,18185
Citroen,1.6 e-HDI (112 Hp),2012,25424
Citroen,1.4 VTi (95 Hp),2015,7139
Citroen,1.2 PureTech (130 Hp),2015,18419
Citroen,2.0 HDI (163 Hp) Automatic,2013,20355
Citroen,2.0 HDI (150 Hp) EGS,2013,14448
Citroen,2.0 HDI (150 Hp),2011,47126
Citroen,1.6 VTi (120 Hp),2013,32087
Citroen,1.6 THP (156 Hp) EGS,2013,18593
Citroen,1.6 HDI (112 Hp),2011,6856
Citroen,1.6 e-HDI (112 Hp) EGS,2013,19300
Citroen,2.0 HDI (163 Hp) Automatic,2012,13003
Citroen,2.0 HDI (150 Hp) EGS,2013,14448
Citroen,2.0 HDI (150 Hp),2012,48590
Citroen,1.6 VTi (120 Hp),2013,32087
Citroen,1.6 THP (156 Hp) EGS,2013,18593
Citroen,1.6 HDI (112 Hp),2013,19167
Citroen,1.6 HDI (109 Hp),2013,18524
Citroen,1.6 e-HDI (112 Hp) EGS,2013,19300
Citroen,2.0 16V (147 Hp) Automatic,2012,21835
Citroen,2.0 16V (147 Hp),2012,19110
Citroen,1.6 16V (117 Hp) Automatic,2012,36224
Citroen,1.6 16V (117 Hp),2012,8688
Citroen,2.0 HDi 16V (140 Hp) FAP,2010,47765
Citroen,2.0 HDi 16V (136 Hp) FAP Automatic,2010,5763
Citroen,1.6i 16V (109 Hp) Automatic,2010,18376
Citroen,1.6i 16V (109 Hp),2010,31621
Citroen,1.6 VTi 16V (120 Hp) Automatic,2010,48096
Citroen,1.6 VTi 16V (120 Hp),2010,33013
Citroen,1.6 THP 16V (150 Hp),2010,22399
Citroen,1.6 HDi 16V (109 Hp) FAP EGS,2010,27938
Citroen,1.6 HDi 16V (109 Hp) FAP,2010,24316
Citroen,1.6 HDi 16V (109 Hp),2010,11626
Citroen,1.6 HDi 16V (90 Hp) FAP,2010,8273
Citroen,1.6 HDi 16V (90 Hp),2010,19403
Citroen,1.4i 16V (88 Hp),2010,34617
Citroen,2.0 HDi (140 Hp) FAP,2010,26127
Citroen,2.0 HDi (136 Hp) FAP Automatic,2010,14249
Citroen,1.6i 16V (109 Hp) Automatic,2010,18376
Citroen,1.6i 16V (109 Hp),2010,31621
Citroen,1.6 VTi 16V (120 Hp) VTR+ Automatic,2010,23127
Citroen,1.6 VTi 16V (120 Hp),2010,33013
Citroen,1.6 THP 16V (150 Hp),2010,22399
Citroen,1.6 THP 16V (140 Hp) Automatic,2010,46437
Citroen,1.6 HDi (109 Hp) FAP EGS,2010,42601
Citroen,1.6 HDi (109 Hp) FAP,2010,17847
Citroen,1.6 HDi (109 Hp),2010,48929
Citroen,1.6 HDi (90 Hp) FAP,2010,49752
Citroen,1.6 HDi (90 Hp),2010,18519
Citroen,1.4i 16V (90 Hp),2009,38852
Citroen,2.0i 16V (140 Hp) EGS,2008,48762
Citroen,2.0i 16V (140 Hp) Automatic,2008,40276
Citroen,2.0 HDi (150 Hp) FAP,2010,13270
Citroen,2.0 HDi (136 Hp) FAP EGS,2008,31258
Citroen,2.0 HDi (136 Hp) FAP Automatic,2010,14249
Citroen,1.8i 16V (125 Hp) EGS,2008,29139
Citroen,1.6 VTi (120 Hp),2010,47111
Citroen,1.6 THP (150 Hp) EGS,2010,16751
Citroen,1.6 THP (140 Hp) Automatic,2010,38390
Citroen,1.6 HDi (109 Hp) FAP EGS,2008,41179
Citroen,1.6 HDi (109 Hp) FAP,2008,9591
Citroen,1.6 HDi (109 Hp),2008,21069
Citroen,2.0i 16V (140 Hp) Automatic,2011,30303
Citroen,2.0i 16V (140 Hp),2011,43678
Citroen,1.6 HDi (109 Hp) FAP,2011,25947
Citroen,1.6 16V (109 Hp),2011,36826
Citroen,2.0i 16V (140 Hp) EGS,2008,48762
Citroen,2.0i 16V (140 Hp) Automatic,2008,40276
Citroen,2.0 HDi (150 Hp) FAP,2010,13270
Citroen,2.0 HDi (136 Hp) FAP EGS,2008,31258
Citroen,2.0 HDi (136 Hp) FAP Automatic,2010,14249
Citroen,1.8i 16V (125 Hp),2008,47195
Citroen,1.6 VTi (120 Hp),2010,47111
Citroen,1.6 THP (150 Hp) EGS,2010,16751
Citroen,1.6 THP (140 Hp) Automatic,2010,38390
Citroen,1.6 HDi (109 Hp) FAP EGS,2008,41179
Citroen,1.6 HDi (109 Hp) FAP,2008,9591
Citroen,VTS 2.0i 16V (177 Hp),2008,12278
Citroen,2.0i 16V (140 Hp) VTR,2008,36856
Citroen,2.0i 16V (136 Hp) VTR,2005,26354
Citroen,2.0 HDi 16V (136 Hp) FAP Automatic,2008,16187
Citroen,2.0 HDi 16V (136 Hp) FAP,2008,7979
Citroen,2.0 HDi 16V (136 Hp),2008,13998
Citroen,1.6i 16V (109 Hp) VTR Automatic,2008,43532
Citroen,1.6i 16V (109 Hp) VTR,2008,25743
Citroen,1.6 HDi 16V (109 Hp) FAP EGS,2008,35610
Citroen,1.6 HDi 16V (109 Hp) FAP,2008,21562
Citroen,1.6 HDi 16V (109 Hp),2008,21657
Citroen,1.6 HDi 16V (90 Hp) VTR,2008,39708
Citroen,1.4i 16V (88 Hp),2008,27249
Citroen,2.0i 16V (140 Hp) Automatic,2008,40276
Citroen,2.0i 16V (140 Hp),2008,28015
Citroen,2.0 HDi 16V (136 Hp) FAP Automatic,2007,17179
Citroen,2.0 HDi 16V (136 Hp) FAP,2008,7979
Citroen,2.0 HDi 16V (136 Hp),2008,13998
Citroen,1.6i 16V (109 Hp) VTR,2008,25743
Citroen,1.6i 16V (109 Hp) Automatic,2008,8212
Citroen,1.6i 16V (109 Hp),2008,24910
Citroen,1.6 HDi 16V (109 Hp) FAP EGS,2008,35610
Citroen,1.6 HDi 16V (109 Hp) FAP,2008,21562
Citroen,1.6 HDi 16V (109 Hp),2008,21657
Citroen,1.6 HDi 16V (90 Hp),2008,41800
Citroen,1.4i 16V (88 Hp),2008,27249
Citroen,1.2 (136 Hp) Mild Hybrid e-DCS,0,12805
Citroen,e 54 kWh (156 Hp),0,7442
Citroen,e 50 kWh (136 Hp),0,20610
Citroen,1.5 BlueHDi (130 Hp) Automatic,0,37742
Citroen,1.2 PureTech (130 Hp) Automatic,0,16997
Citroen,1.2 PureTech (100 Hp),0,8837
Citroen,1.2 (136 Hp) Mild Hybrid e-DSC,0,22186
Citroen,2.2 HDi (204 Hp) Automatic,2015,6941
Citroen,2.0 HDi (163 Hp) Automatic,2015,33861
Citroen,2.0 HDi (163 Hp),2015,49545
Citroen,2.0 BlueHDi (180 Hp) S&S Automatic,2017,9344
Citroen,2.0 BlueHDi (150 Hp) S&S,2017,9747
Citroen,2.2 HDi (204 Hp) Automatic,2015,6941
Citroen,2.0 HDi (163 Hp) Automatic,2015,33861
Citroen,2.0 HDi (163 Hp),2015,49545
Citroen,2.0 HDi (140 Hp),2015,21860
Citroen,2.0 BlueHDi (180 Hp) S&S Automatic,2017,9344
Citroen,2.0 BlueHDi (150 Hp) S&S,2017,9747
Citroen,1.6 VTi (120 Hp) EGS,2015,21416
Citroen,1.6 THP (156 Hp) Automatic,2015,26309
Citroen,1.6 THP (156 Hp),2015,13848
Citroen,1.6 HDi (114 Hp),2015,47393
Citroen,1.6 e-HDi (114 Hp) Airdream EGS,2015,34495
Citroen,2.2 HDi (204 Hp) FAP Automatic,2015,48831
Citroen,2.0 HDi (163 Hp) FAP,2015,21314
Citroen,2.0 HDi (163 Hp) Automatic,2015,33861
Citroen,2.0 HDi (140 Hp),2015,21860
Citroen,2.0 BlueHDi (180 Hp) S&S Automatic,2017,9344
Citroen,2.0 BlueHDi (150 Hp) S&S,2017,9747
Citroen,1.6 VTi (120 Hp) EGS,2015,21416
Citroen,1.6 THP (156 Hp) Automatic,2015,26309
Citroen,1.6 THP (156 Hp),2015,13848
Citroen,1.6 HDi (114 Hp),2015,47393
Citroen,1.6 e-HDI (114 Hp) Airdream EGS,2015,23034
Citroen,3.0 V6 24V (211 Hp) Automatic,2010,27407
Citroen,3.0 HDi Biturbo V6 (241 Hp) FAP Automatic,2012,34314
Citroen,2.7 HDi Biturbo V6 (204 Hp) Automatic,2009,15548
Citroen,2.2 HDi Biturbo (170 Hp) FAP,2009,31948
Citroen,2.0 HDi (163 Hp) FAP Automatic,2010,44520
Citroen,2.0 HDi (163 Hp) FAP,2010,45278
Citroen,2.0 HDi (140 Hp) FAP,2009,36509
Citroen,2.0 HDi (136 Hp) Automatic,2009,46098
Citroen,2.0 16V (140 Hp) Bioflex,2009,44915
Citroen,2.0 16V (140 Hp) Automatic,2009,14636
Citroen,2.0 16V (140 Hp),2009,9745
Citroen,1.8 16V (125 Hp),2010,9968
Citroen,1.6 VTi (120 Hp) EGS,2012,34392
Citroen,1.6 THP (156 Hp) Automatic,2012,17896
Citroen,1.6 THP (156 Hp),2010,22049
Citroen,1.6 HDi (110 Hp) FAP,2012,28400
Citroen,1.6 HDi (109 Hp) FAP,2009,24301
Citroen,1.6 HDi (109 Hp) Airdream,2009,43795
Citroen,1.6 e-HDi (110 Hp) FAP EGS,2012,24343
Citroen,3.0 V6 24V (211 Hp) Automatic,2010,27407
Citroen,3.0 HDi Biturbo V6 (241 Hp) FAP Automatic,2012,34314
Citroen,2.7 HDi Biturbo V6 (204 Hp) FAP Automatic,2009,36563
Citroen,2.2 HDi (204 Hp) FAP Automatic,2012,35926
Citroen,2.2 HDi Biturbo (170 Hp) FAP,2009,31948
Citroen,2.0 HDi (163 Hp) FAP Automatic,2010,44520
Citroen,2.0 HDi (163 Hp) FAP,2010,45278
Citroen,2.0 HDi (140 Hp) FAP,2009,36509
Citroen,2.0 HDi (136 Hp) FAP Automatic,2009,45969
Citroen,2.0 16V (140 Hp) Bioflex,2009,44915
Citroen,2.0 16V (140 Hp) Automatic,2009,14636
Citroen,2.0 16V (140 Hp),2009,9745
Citroen,1.8 16V (125 Hp),2009,7395
Citroen,1.6 VTi (120 Hp) EGS,2012,34392
Citroen,1.6 THP (156 Hp) Automatic,2012,17896
Citroen,1.6 THP (156 Hp),2010,22049
Citroen,1.6 HDi (110 Hp) FAP,2010,46381
Citroen,1.6 HDi (109 Hp) FAP,2009,24301
Citroen,1.6 HDi (109 Hp) Airdream,2009,43795
Citroen,1.6 e-HDi (110 Hp) FAP EGS,2012,24343
Citroen,3.0i V6 24V (207 Hp) Automatic,2008,47885
Citroen,2.2 HDi Biturbo (170 Hp) FAP Automatic,2008,43852
Citroen,2.2 HDi Biturbo (170 Hp) FAP,2008,7652
Citroen,2.2 HDi (133 Hp) FAP Automatic,2005,30290
Citroen,2.0i 16V (140 Hp) Automatic,2008,40276
Citroen,2.0i 16V (140 Hp),2008,28015
Citroen,2.0 HDi (136 Hp) FAP Automatic,2008,35173
Citroen,2.0 HDi (136 Hp) FAP,2008,45384
Citroen,1.8i 16V (125 Hp),2008,47195
Citroen,1.8i 16V (116 Hp),2005,12566
Citroen,1.6i HDi (109 Hp) FAP,2005,39793
Citroen,3.0i V6 24V Carlsson (235 Hp) Automatic,2008,42507
Citroen,3.0i V6 24V (207 Hp) Automatic,2008,47885
Citroen,2.2 HDi Biturbo (170 Hp) FAP Automatic,2008,43852
Citroen,2.2 HDi Biturbo (170 Hp) FAP,2008,7652
Citroen,2.2 HDi (133 Hp) FAP Automatic,2005,30290
Citroen,2.0i 16V (140 Hp) Automatic,2008,40276
Citroen,2.0i 16V (140 Hp),2008,28015
Citroen,2.0 HDi (136 Hp) FAP Automatic,2008,35173
Citroen,2.0 HDi (136 Hp) FAP,2008,45384
Citroen,1.8i 16V (116 Hp),2008,31563
Citroen,1.8i 16V (116 Hp),2005,12566
Citroen,1.8 16V (125 Hp),2008,26514
Citroen,1.6 HDi (109 Hp) FAP,2008,9591
Citroen,1.6 HDI (109 Hp) FAP,2005,29880
Citroen,3.0i V6 (207 Hp) Automatic,2004,22303
Citroen,3.0i V6 (207 Hp),2004,23212
Citroen,2.2 HDi (136 Hp) FAP Automatic,2004,27948
Citroen,2.2 HDi (136 Hp) FAP,2004,24639
Citroen,2.0i 16V (136 Hp) Automatic,2004,9390
Citroen,2.0i 16V (136 Hp),2004,7665
Citroen,2.0 HPi (140 Hp),2003,42130
Citroen,2.0 HDi (110 Hp) FAP Automatic,2004,18476
Citroen,2.0 HDi (110 Hp) Automatic,2004,32285
Citroen,2.0 HDi (110 Hp),2004,12655
